[2021/08/20 07:01:01] - Namespace(cuda='5', description='resnet50_pgd', prefix='', seed=6869, batch_size=160, epochs=160, lr_max=0.001, target=None, iteration=20, step_size=0.005, epsilon=0.03137254901960784, alpha=0.00196078431372549, image_size=224, dataset_root='/tmp2/dataset/Restricted_ImageNet_A', ckpt_root='/tmp2/aislab/adv_ckpt', opt_level='O1')
[2021/08/20 07:01:01] - Epoch  Seconds    Train Loss  Train Acc    Test Loss  Test Acc
[2021/08/22 18:49:33] -    59   3582.5      208.2086    53.0198     100.3229   83.7500
[2021/08/22 19:49:16] -    60   3583.1      206.8914    53.5584     101.6120   82.6667
[2021/08/22 20:49:00] -    61   3583.6      205.1610    53.9416     100.4625   83.0000
[2021/08/22 21:48:46] -    62   3585.0      205.0904    54.0641      93.9013   83.5833
[2021/08/22 22:48:30] -    63   3583.8      202.9995    54.3263     103.0109   82.8333
[2021/08/22 23:48:19] -    64   3588.5      201.0875    55.0377      99.0973   82.5833
[2021/08/23 00:48:09] -    65   3589.9      199.0589    55.1429      93.5732   83.1250
[2021/08/23 01:47:59] -    66   3589.6      198.0912    55.4130      96.7075   83.2500
[2021/08/23 02:47:58] -    67   3598.8      197.3468    55.6297      95.3550   83.9583
[2021/08/23 03:47:54] -    68   3595.8      195.6321    55.9689      98.3382   83.2500
[2021/08/23 04:47:47] -    69   3592.9      193.8817    56.3144      98.0854   83.2500
[2021/08/23 05:47:45] -    70   3597.3      193.3464    56.2971      99.1233   83.1667
[2021/08/23 06:47:41] -    71   3596.3      191.7498    56.7242      96.4336   84.2083
